term_id	term	Binom_Genome_Fraction	Binom_Expected	observed_genes	fold_enrichment	Binom_Region_Set_Coverage	pval	fdr	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
GO:0044609	DBIRD complex	0.0003344774	14.36145	29	2.019294	0.0006754082	0.0004434192	0.001499468449315	2	1.217021	2	1.643357	0.0001750394	1.0	0.3702722	0.8599870451612903
GO:1990622	CHOP-ATF3 complex	7.396664e-05	3.175906	11	3.463579	0.0002561893	0.0004671618	0.0015705361680933	2	1.217021	1	0.8216786	8.751969e-05	0.5	0.8467486	1.0
GO:0033768	SUMO-targeted ubiquitin ligase complex	1.452611e-05	0.6237076	5	8.016577	0.0001164497	0.0004695213	0.0015754035075728	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0045098	type III intermediate filament	0.0002279908	9.789241	22	2.247365	0.0005123786	0.0005318435	0.0017776123172147	2	1.217021	2	1.643357	0.0001750394	1.0	0.3702722	0.8599870451612903
GO:0070195	growth hormone receptor complex	0.0003063531	13.15388	27	2.052626	0.0006288283	0.0005361947	0.0017886958332046	2	1.217021	1	0.8216786	8.751969e-05	0.5	0.8467486	1.0
GO:0071665	gamma-catenin-TCF7L2 complex	2.324491e-05	0.9980666	6	6.011623	0.0001397396	0.0005881391	0.0019544314707692	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0005638	lamin filament	0.0002006382	8.614803	20	2.321585	0.0004657987	0.0006278509	0.0020823922364683	4	2.434042	2	0.8216786	0.0001750394	0.5	0.8304891	1.0
GO:0038039	G-protein coupled receptor heterodimeric complex	0.0002045519	8.782843	20	2.277167	0.0004657987	0.0007908779	0.0025883276727272	2	1.217021	1	0.8216786	8.751969e-05	0.5	0.8467486	1.0
GO:0009368	endopeptidase Clp complex	3.41954e-05	1.468248	7	4.767587	0.0001630296	0.0008188794	0.0026698558550943	2	1.217021	1	0.8216786	8.751969e-05	0.5	0.8467486	1.0
GO:0005861	troponin complex	0.0001192882	5.121877	14	2.733373	0.0003260591	0.0008747523	0.0028413007037593	8	4.868083	3	0.616259	0.0002625591	0.375	0.9552951	1.0
GO:0048787	presynaptic active zone membrane	9.361278e-05	4.019452	12	2.985482	0.0002794792	0.0009526579	0.0030827581483146	4	2.434042	3	1.232518	0.0002625591	0.75	0.4899481	0.9651926741116752
GO:0071953	elastic fiber	0.0002243321	9.632148	21	2.180199	0.0004890887	0.001014826	0.0032777931364485	4	2.434042	3	1.232518	0.0002625591	0.75	0.4899481	0.9651926741116752
GO:0097165	nuclear stress granule	0.0001793949	7.702678	18	2.336849	0.0004192189	0.001058278	0.0034117619104477	5	3.042552	3	0.9860144	0.0002625591	0.6	0.6971787	0.9874793390163934
GO:0000015	phosphopyruvate hydratase complex	0.0001400083	6.011537	15	2.495202	0.000349349	0.001424993	0.0045181429431192	4	2.434042	2	0.8216786	0.0001750394	0.5	0.8304891	1.0
GO:0005597	collagen type XVI trimer	3.851616e-05	1.653769	7	4.232757	0.0001630296	0.001607607	0.0050508089018181	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0031477	myosin VII complex	6.215084e-05	2.66857	9	3.372592	0.0002096094	0.001769436	0.0054795437419354	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:1990435	upper tip-link density	6.215084e-05	2.66857	9	3.372592	0.0002096094	0.001769436	0.0054795437419354	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0097451	glial limiting end-foot	0.0001581747	6.791548	16	2.35587	0.000372639	0.001792135	0.0055399092665474	3	1.825531	2	1.095572	0.0001750394	0.6666667	0.6602186	0.9651926741116752
GO:0000789	cytoplasmic chromatin	3.974401e-05	1.706488	7	4.101991	0.0001630296	0.001914611	0.0059079425142857	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0001401	mitochondrial sorting and assembly machinery complex	7.622693e-05	3.272956	10	3.055342	0.0002328994	0.002068932	0.0063501145577264	2	1.217021	2	1.643357	0.0001750394	1.0	0.3702722	0.8599870451612903
GO:0033106	cis-Golgi network membrane	4.048064e-05	1.738117	7	4.027346	0.0001630296	0.00211944	0.0064936034042553	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:1990030	pericellular basket	7.702688e-05	3.307303	10	3.023611	0.0002328994	0.002228166	0.0067906011428571	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0097450	astrocyte end-foot	0.0001851345	7.949118	17	2.138602	0.0003959289	0.003490966	0.0103471513687821	5	3.042552	3	0.9860144	0.0002625591	0.6	0.6971787	0.9874793390163934
GO:0032021	NELF complex	0.0001113435	4.780755	12	2.510064	0.0002794792	0.003867367	0.0114041129283276	4	2.434042	2	0.8216786	0.0001750394	0.5	0.8304891	1.0
GO:1902560	GMP reductase complex	0.0002192495	9.413917	19	2.018288	0.0004425088	0.003895676	0.011468020660988	2	1.217021	1	0.8216786	8.751969e-05	0.5	0.8467486	1.0
GO:0070435	Shc-EGFR complex	0.0002057654	8.834949	18	2.037363	0.0004192189	0.004427921	0.0129466116548223	2	1.217021	2	1.643357	0.0001750394	1.0	0.3702722	0.8599870451612903
GO:0031302	intrinsic component of endosome membrane	8.62808e-05	3.704639	10	2.699319	0.0002328994	0.00488751	0.0141467626130653	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0097134	cyclin E1-CDK2 complex	7.639918e-05	3.280351	9	2.743608	0.0002096094	0.006660289	0.0189604273344316	2	1.217021	1	0.8216786	8.751969e-05	0.5	0.8467486	1.0
GO:0000125	PCAF complex	0.0001662576	7.138604	15	2.101251	0.000349349	0.006766267	0.0192304430526315	4	2.434042	2	0.8216786	0.0001750394	0.5	0.8304891	1.0
GO:0070436	Grb2-EGFR complex	0.0001507093	6.471005	14	2.163497	0.0003260591	0.006840819	0.0194068110688524	2	1.217021	2	1.643357	0.0001750394	1.0	0.3702722	0.8599870451612903
GO:0035517	PR-DUB complex	0.0001372715	5.894024	13	2.205624	0.0003027692	0.007691256	0.0216105534439024	2	1.217021	2	1.643357	0.0001750394	1.0	0.3702722	0.8599870451612903
GO:0030526	granulocyte macrophage colony-stimulating factor receptor complex	5.20071e-05	2.233029	7	3.134756	0.0001630296	0.008052462	0.0225521139967585	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0070931	Golgi-associated vesicle lumen	2.904643e-05	1.247167	5	4.009087	0.0001164497	0.009040802	0.0250762533804173	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0030895	apolipoprotein B mRNA editing enzyme complex	0.0001737265	7.459293	15	2.010914	0.000349349	0.009802123	0.0269285668426073	3	1.825531	1	0.5477858	8.751969e-05	0.3333333	0.9400136	1.0
GO:0097637	integral component of autophagosome membrane	0.0001110562	4.768419	11	2.306844	0.0002561893	0.009955581	0.0273067364571428	2	1.217021	1	0.8216786	8.751969e-05	0.5	0.8467486	1.0
GO:0031259	uropod membrane	2.99223e-05	1.284774	5	3.891736	0.0001164497	0.0101757	0.0278662592709984	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0008043	intracellular ferritin complex	6.812256e-05	2.924979	8	2.735063	0.0001863195	0.01036057	0.0283276344303797	2	1.217021	2	1.643357	0.0001750394	1.0	0.3702722	0.8599870451612903
GO:0034506	chromosome, centromeric core domain	5.502275e-05	2.362512	7	2.962948	0.0001630296	0.01071427	0.0291563126929133	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0036488	CHOP-C/EBP complex	0.0001287828	5.529546	12	2.17016	0.0002794792	0.01141064	0.0308569419718309	2	1.217021	1	0.8216786	8.751969e-05	0.5	0.8467486	1.0
GO:0071817	MMXD complex	0.0001137593	4.884484	11	2.252029	0.0002561893	0.01171414	0.031628178	5	3.042552	2	0.6573429	0.0001750394	0.4	0.9193626	1.0
GO:0097505	Rad6-Rad18 complex	0.000161271	6.924494	14	2.021808	0.0003260591	0.01176777	0.0316742669158878	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0075341	host cell PML body	5.66601e-05	2.432815	7	2.877326	0.0001630296	0.01240127	0.0332238675348837	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0000229	cytoplasmic chromosome	5.741852e-05	2.465379	7	2.83932	0.0001630296	0.01324416	0.0353723469551777	2	1.217021	1	0.8216786	8.751969e-05	0.5	0.8467486	1.0
GO:0005965	protein farnesyltransferase complex	0.0001168172	5.015779	11	2.193079	0.0002561893	0.0139783	0.0370467828220858	3	1.825531	2	1.095572	0.0001750394	0.6666667	0.6602186	0.9651926741116752
